耶路撒冷	 巴勒斯坦	2.472
残疾	死亡	2.466666667
比赛	击败	2.466666667
媒介	广播	2.437037037
美元	澳元	2.437037037
领土	公里	2.436
杯子	实体	2.428
电影	评论家	2.428
电影	爆米花	2.416
杯子	物体	2.412
人口	发展	2.412
和平	气氛	2.364
行星	天文学家	2.3296296296
杯子	饮料	2.324
魔术师	巫师	2.318518519
心理学	头脑	2.3148148148
博物馆	剧院	2.296
谋杀	误杀	2.288
夏天	自然	2.264
记录	数字	2.256
行星	太空	2.2518518519
产品	员工	2.2481481481
问题	挑战	2.24
受害者	紧急情况	2.204
政府	危机	2.192592593
心理学	医生	2.1814814815
小伙子	兄弟	2.176
改变	态度	2.168
部署	出发	2.16
图像	表面	2.16
 开始	 比赛	2.156
虎	猫	2.1555555556
老虎	动物园	2.1518518519
心理学	抑郁	2.1481481481
部署	撤回	2.128
阿拉法特	和平	2.124
计算机	新闻	2.124
阿拉法特	恐怖	2.124
汽车	航班	2.1
聪明	学生	2.0814814815
心理学	恐惧	2.0814814815
皮肤	眼睛	2.056
发现	太空	2.055555556
杯子	物质	2.052
墨西哥	巴西	2.044
消费者	能源	2.036
行星	太阳	2.0296296296
期刊	协会	2.018518519
医生	人员	2.016
美元	利润	2.0148148148
部长	政党	2.008
股票	生活	2.004
马拉松	短跑	2
聪明	笨	2
公告	警告	1.996296296
壁橱	衣服	1.9518518519
僧侣	圣人	1.918518519
利润	损失	1.903703704
和平	保险	1.9037037037
生活	课	1.9
墓地	林地	1.892592593
学校	中心	1.874074074
灾难	区域	1.864
维护	世界	1.8518518519
白天	 夏天	1.848
偏见	认知	1.84
联邦调查局	指纹	1.8296296296
气氛	景观	1.828
剧院	历史	1.803703704
总统	奖章	1.8
先例	认知	1.8
繁殖力	鸡蛋	1.8
秘书	 参议院	1.796
石油	股票	1.7925925926
美洲虎	猫	1.7666666667
家庭	计划	1.76
情况	结论	1.737037037
物理	化学	1.732
主教	法师	1.7185185185
杯子	食物	1.716
黄瓜	土豆	1.7
原因	准则	1.688
委员会	推荐	1.656
机会	可靠性	1.6407407407
街道	地方	1.6148148148
视频	档案	1.596296296
肥皂剧	歌剧	1.5925925926
领土	表面	1.581481481
发展	议题	1.562962963
美元	损失	1.551851852
精力	 实验室	1.524
消费者	信心	1.5185185185
媒体	交易	1.5074074074
报告	收益	1.507407407
阿拉法特	杰克逊	1.488
旅馆	预订	1.4703703704
建筑	世纪	1.448
实践	机构	1.444
志愿者	座右铭	1.444
百	百分比	1.4404
海岸	山	1.416
体验	音乐	1.4111111111
食物	准备	1.411111111
电话	回话	1.4074074074
武器	秘密	1.3777777778
红利	运算	1.3707407407
床	壁橱	1.3592592593
部	文化	1.356
先例	信息	1.3518518519
基准	索引	1.3222222222
玻璃	金属	1.32
森林	墓地	1.284
音乐	项目	1.276
线	保险	1.274074074
精力	 秘书	1.244
玻璃	魔术师	1.228
海岸	林地	1.222222222
延迟	新闻	1.22
比赛	系列	1.218518519
先例	法律	1.1962962963
注册	安排	1.1962962963
龙虾	 酒	1.192
先例	收集	1.1851851852
媒体	增益	1.1740740741
和平	计划	1.151851852
安排	住宿	1.1444444444
公告	产品	1.12962963
开始	 年	1.088
火星	水	1.0740740741
原因	高血压	1.048148148
重心	生活	1.0407407407
世纪	国家	1.033333333
神圣	性	1.0259259259
词语	相似度	1.016
星期三	新闻	0.992592593
少数	和平	0.988888889
钱	撤回	0.937037037
街道	孩子	0.9259259259
空间	化学	0.9222222222
股票	电话	0.92
国王	车	0.9074074074
五	月	0.876
歌剧	工业	0.856
试图	和平	0.82962963
糖	方法	0.796
调查	努力	0.7888888889
公告	努力	0.776
美洲虎	 汽车	0.768
到达	旅馆	0.7148148148
方向	结合	0.6592592593
利润	警告	0.6333333333
尺寸	突出	0.6185185185
棒球	季节	0.611111111
僧侣	奴隶	0.608
七	系列	0.572
情况	隔离	0.4962962963
月	旅馆	0.4851851852
先例	组	0.4222222222
列表	接近	0.3407407407
公鸡	航程	0.325925926
心签名	暂停	0.304
股票	美洲虎	0.304
教授	 黄瓜	0.296
延迟	种族主义	0.262962963
李白	诗	9.2
日本	南京大屠杀	8.95
浏览器	网页	8.93
医生	责任	8.85
白天	晚上	8.8
基因	遗传	8.775
学校	学生	8.71
法官	法律	8.65
员工	公司	8.65
学校	图书馆	8.6
学生	书	8.595
学校	教学	8.525
男人	女人	8.5
喝水	嘴	8.45
消费者	购物	8.425
消费者	顾客	8.4
发表	文章	8.38
淋浴	水	8.35
医学	解剖	8.35
演唱会	歌手	8.345
衣柜	衣服	8.3
疾病	医院	8.3
医学	健康	8.3
图片	照相机	8.3
春节	正月	8.3
鱼	水	8.3
春节	节日	8.3
计算机	互联网	8.2
教师	课程	8.15
学校	教师	8.15
计算机网络	电子计算机	8.105
电子计算机	键盘	8.1
领土	面积	8.1
海岸	海滩	8.1
媒体	新闻	8.1
学生	教师	8.05
旅行	宾馆	8
中医	华佗	8
环境	生态	7.995
电话	通信	7.975
银行	货币	7.95
乐器	音乐	7.95
人际关系	朋友	7.95
天气	预报	7.91
义务	权利	7.9
法律	律师	7.88
媒体	主持人	7.875
战争	部队	7.85
消费者	商店	7.85
自然	环境	7.84
音乐	歌手	7.8
北京	奥运会	7.8
战争	和平	7.795
金钱	财富	7.75
钱	金融	7.75
烹饪	食物	7.75
书	图书馆	7.725
计算机	软件	7.705
文物	考古	7.675
汽车	发动机	7.65
电影	爆米花	7.65
公平	竞争	7.65
资金	经营	7.65
货币	银行	7.645
吉祥物	奥运会	7.615
行星	地球	7.6
老虎	动物园	7.6
律师	证据	7.545
春节	鞭炮	7.5
大学生	就业	7.45
图片	照片	7.45
北京	中国	7.4
能源	石油	7.4
电台	音乐	7.4
物理	爱因斯坦	7.35
帝国主义	殖民主义	7.35
地球	人	7.3
儿子	母亲	7.3
死亡	疾病	7.3
杂志	书籍	7.3
起重机	工具	7.275
心理学	弗洛伊德	7.2
能源	危机	7.2
饮料	嘴	7.2
新闻	主持人	7.1
食物	成长	7.1
设备	制造商	7.1
工人	建筑	7.1
金钱	财产	7.05
酒精	化学	7.05
春节	饺子	7
暑假	学生	7
火星	行星	6.95
利润	公司	6.95
地图	旅行	6.95
国家	公民	6.855
地图	世界	6.85
电影	明星	6.85
地图	测量	6.85
火星	太阳系	6.85
耶路撒冷	以色列	6.71
书籍	纸	6.7
自然	人	6.61
货币	市场	6.6
台湾	新台币	6.6
工作	生活	6.595
爱	性	6.55
大学	实验室	6.55
就业	教育	6.5
杯子	液体	6.45
生物	病菌	6.45
领土	平方公里	6.4
杂志	广告	6.4
道德	价值	6.4
网球	球拍	6.35
问题	挑战	6.35
旅行	汽车	6.35
伤残	死亡	6.35
和平	幸福	6.35
股票	市场	6.3
行星	天文学家	6.3
本拉登	恐怖	6.3
生产	员工	6.255
海鲜	海洋	6.25
成人	儿童	6.215
性别	平等	6.2
笔	写作	6.2
工作	责任	6.2
夏天	自然	6.15
英雄	勇气	6.15
成人	选举权	6.1
竞争	价格	6.1
受害者	突发事件	6
心理学	医生	6
时间	空间	5.95
电视剧	电影	5.9
海外华人	定居	5.9
心理	精神	5.85
政府	危机	5.85
成人	婚姻	5.85
墓地	森林	5.85
计算机	实验室	5.8
杯子	物质	5.8
报告	社会调查	5.7
公民	身份证	5.7
人口	发展	5.65
老虎	恐惧	5.65
家庭	计划	5.6
男人	父亲	5.575
碗	食品	5.55
工作	旅游	5.55
暑假	老师	5.55
化学	原子	5.4
音乐	舞台	5.4
老鼠	盗窃	5.35
火星	水	5.33
游戏	团队	5.3
空间	世界	5.275
金钱	存款	5.25
心理	健康	5.2
公司	股票	5.2
心理学	认知	5.15
道德	婚姻	5.15
游戏	胜利	5.1
联邦调查局	指纹	5.1
部长	政党	5.1
电影	戏剧	5.05
阳光	生活	5.05
股息	计算	4.91
列表	类别	4.875
消费	能源	4.85
汽车	马	4.85
中世纪	城堡	4.85
杯子	饮料	4.8
工具	人	4.8
和平	保险	4.75
心理学	恐惧	4.7
心理学	诊所	4.7
玻璃	魔术师	4.65
可能性	危险	4.6
夏季	干旱	4.55
探索	空间	4.55
未来	预言	4.55
计算机	新闻	4.55
科学	化学	4.5
杯子	咖啡	4.5
天空	景观	4.5
森林	墓地	4.5
心理学	焦虑	4.45
电影	评论家	4.45
水	渗漏	4.4
奢侈品	汽车	4.4
床	衣柜	4.35
视频	链接	4.3
少数民族	和平	4.2
生育	蛋	4.15
石油	股票	4.05
宠物	娱乐	3.95
海岸	森林	3.93
股票	手机	3.85
一百	百分比	3.8
股票	生活	3.8
世纪	民族	3.8
英雄	冲动	3.7
金钱	占有	3.55
戏剧	历史	3.5
教师	推荐信	3.4
男性	和尚	3.35
发展	问题	3.3
老虎	猫	3.3
年轻人	精灵	3.25
汽车	飞机	3.2
酒	父亲	2.7
志愿者	格言	2.635
游戏	宾馆	2.55
股票	生活	2.4
股票	鸡蛋	2.3
总统	奖牌	1.8
股票	美洲虎	1.7
方向	组合	1.65
标志	休假	1.37
问题	机场	1.36
排队	保险	1.335
糖	方法	1.3
水	足球	1.3
饮料	汽车	1.225
歌剧	工业	1.215
和尚	奴隶	1.2
铁路	细菌	1.1
苹果	电影	1.1
股票	光盘	1.05
皇帝	白菜	1.05
周三	新闻	1
能源	秘书	0.85
七	系列	0.6
中午	字符串	0.6
收音机	工作	0.6
教授	黄瓜	0.5
自行车	鸟	0.5
蛋白质	文物	0.15
